Matricula,Oferta Educativa,Grado,Genero,Promedio Final,Promedio Cuatrimestre Anterior,Promedio Bachillerato,probabilidad_desercion,riesgo
1710919746,Desarrollo y gestión de software,sexto ,Hombre,9.6,9.2,8.6,0.0015738047689237821,0
1717570067,Salud Reproductiva y Partería,noveno ,Hombre,9.5,9.6,8.2,0.008382950792370569,0
1724064778,Industrial,sexto ,Mujer,8.8,8.8,7.7,0.011996792609308297,0
1760272704,Contaduría,undécimo ,Hombre,9.1,9.3,8.9,0.003920833380983757,0
1734793326,Industrial,primero ,Mujer,9.1,8.7,10.0,0.7126305618509546,1
1722944579,Salud Reproductiva y Partería,noveno ,Mujer,9.0,10.0,8.6,0.0019290381433238579,0
1750778811,Criminalística y Ciencias Forenses,primero ,Hombre,9.3,8.6,7.5,0.6757631645311103,1
1720338889,Contaduría,sexto ,Mujer,8.7,8.8,8.7,0.012975657675657677,0
1761943715,Salud Reproductiva y Partería,noveno ,Mujer,9.7,9.7,9.0,0.01801730808873666,0
1741907168,Enfermería,sexto ,Mujer,9.6,8.9,8.0,0.006530641567889039,0
1787981533,Salud Reproductiva y Partería,sexto ,Mujer,9.4,9.7,8.1,0.01314848652451527,0
1742074296,Terapia Física,undécimo ,Mujer,9.2,9.3,8.1,0.010562174588199904,0
1760814477,Contaduría,décimo tercero,Hombre,9.6,8.9,8.2,0.0074969077986933,0
1766558511,Salud Reproductiva y Partería,tercero ,Mujer,9.4,8.7,8.4,0.005970915917708005,0
1743126754,Terapia Física,undécimo ,Mujer,9.6,8.7,8.0,0.009393803548527313,0
1707252668,Terapia Física,noveno ,Mujer,9.2,8.9,7.8,0.027326404243536082,0
1747997042,Criminalística y Ciencias Forenses,tercero ,Mujer,9.8,9.1,8.6,0.0070740311622351235,0
1703729189,Tecnologías de la Información e Innovación Digital,tercero ,Mujer,9.6,8.7,8.4,0.0058248345697582745,0
1746188335,Enfermería,sexto ,Mujer,9.4,9.1,8.3,0.003836816354670456,0
1799950814,Tecnologías de la Información e Innovación Digital,tercero ,Mujer,9.6,8.5,8.5,0.0033131874866826204,0
1783265724,Enfermería,tercero ,Mujer,9.1,9.6,7.7,0.0571652060518051,0
1793339752,Energías Renovables,tercero ,Mujer,8.9,9.7,8.6,0.03686848863214409,0
1794545764,Desarrollo y gestión de software,sexto ,Mujer,9.3,8.8,8.3,0.0031200681699068695,0
1795383066,Diseño Digital y Producción Audiovisual,undécimo ,Hombre,9.2,8.7,8.6,0.0065003552522333785,0
1732749633,Diseño Digital y Producción Audiovisual,noveno ,Hombre,9.2,9.3,8.7,0.0022743961709372974,0
1777112202,Diseño Digital y Producción Audiovisual,quinto ,Mujer,9.6,9.9,9.1,0.01816731836888847,0
1757954323,Negocios y Mercadotecnia,sexto ,Hombre,9.3,10.0,8.5,0.01569768987277629,0
1760601308,Enfermería,undécimo ,Hombre,9.3,8.3,9.1,0.03743438032071479,0
1750053356,Enfermería,décimo tercero,Mujer,9.1,9.8,8.3,0.0022393627393627394,0
1789483912,Enfermería,undécimo ,Mujer,9.5,9.1,8.3,0.0022188536251492134,0
1705502429,Diseño Digital y Producción Audiovisual,sexto ,Hombre,9.4,9.1,8.4,0.005808259389187271,0
1729244304,Terapia Física,undécimo ,Hombre,9.5,9.5,8.9,0.0025058844312306704,0
1794359366,Negocios y Mercadotecnia,tercero ,Mujer,9.1,8.9,8.8,0.0318929856986096,0
1712078358,Energías Renovables,sexto ,Hombre,9.6,9.8,8.6,0.005289670180426483,0
1758378347,Criminalística y Ciencias Forenses,noveno ,Mujer,9.8,10.0,7.8,0.054216724678725965,0
1795626795,Contaduría,noveno ,Hombre,9.5,10.0,8.8,0.00011904761904761905,0
1798583731,Diseño Digital y Producción Audiovisual,tercero ,Hombre,9.0,8.1,8.0,0.008748046028190645,0
1798431065,Industrial,segundo ,Mujer,9.0,9.0,8.0,0.7113558572926425,1
1717376499,Tecnologías de la Información e Innovación Digital,undécimo ,Hombre,9.1,8.0,7.9,0.0215182485101384,0
1778494142,Innovación de Negocios y Mercadotecnia,noveno ,Mujer,9.1,8.7,8.4,0.012882592829592457,0
1769470228,Energía y Desarrollo Sostenible,segundo ,Hombre,9.2,7.7,9.2,0.7459029437840929,1
1748801439,Enfermería,sexto ,Hombre,9.4,9.4,8.0,0.02354208589108103,0
1786560071,Industrial,cuarto ,Mujer,9.3,9.3,9.4,0.015096430229296376,0
1798650015,Salud Reproductiva y Partería,noveno ,Hombre,9.3,8.9,9.0,0.00938992321479762,0
1751094415,Terapia Física,tercero ,Mujer,9.2,8.7,7.7,0.0034047878967133627,0
1781912657,Desarrollo y gestión de software,undécimo ,Hombre,9.2,9.4,8.3,0.003053545610092916,0
1775922064,Enfermería,undécimo ,Mujer,9.5,8.6,7.9,0.009458677943661502,0
1739335774,Negocios y Mercadotecnia,undécimo ,Hombre,8.6,8.5,8.9,0.002199564772145417,0
1753879901,Terapia Física,duodécimo ,Mujer,9.2,8.5,7.9,0.004491925735531875,0
1787270932,Diseño Digital y Producción Audiovisual,undécimo ,Mujer,9.3,9.0,7.6,0.008582002830814258,0
1756368124,Mecatrónica,noveno ,Mujer,9.5,8.8,8.3,0.003999408080407447,0
1727977834,Contaduría,primero ,Hombre,8.9,8.9,9.1,0.7568232367447478,1
1747687193,Diseño Digital y Producción Audiovisual,undécimo ,Hombre,8.9,9.5,8.4,0.003356395307647745,0
1751622175,Criminalística y Ciencias Forenses,sexto ,Hombre,9.4,9.7,8.7,0.0032442681254104123,0
1700674435,Industrial,décimo tercero,Hombre,8.7,10.0,8.7,0.014255516753415914,0
1752860644,Enfermería,tercero ,Hombre,9.6,9.2,7.7,0.016072736593427887,0
1713596482,Diseño Digital y Producción Audiovisual,undécimo ,Mujer,9.3,9.4,8.0,0.01563828761941964,0
1703831942,Tecnologías de la Información e Innovación Digital,décimo tercero,Mujer,9.7,9.3,8.5,0.004970575301294359,0
1783515281,Industrial,undécimo ,Mujer,8.9,8.2,8.2,0.007039569957911206,0
1784715294,Criminalística y Ciencias Forenses,undécimo ,Hombre,9.1,8.9,9.4,0.021238445555386756,0
1779042318,Salud Reproductiva y Partería,undécimo ,Hombre,8.5,9.0,7.8,0.026248441531449725,0
1721986504,Industrial,sexto ,Mujer,9.0,8.9,8.0,0.0037914530045629184,0
1720311277,Innovación de Negocios y Mercadotecnia,décimo tercero,Hombre,9.2,9.1,8.7,0.008024317544090121,0
1765830766,Contaduría,tercero ,Hombre,8.6,9.0,8.1,0.06581692291348758,0
1723985428,Terapia Física,tercero ,Mujer,9.1,8.6,6.9,0.046370850458995375,0
1744330682,Terapia Física,tercero ,Mujer,8.6,9.1,9.6,0.03817650047028538,0
1712056175,Criminalística y Ciencias Forenses,noveno ,Mujer,9.2,8.8,7.9,0.005695899944880758,0
1734722308,Contaduría,noveno ,Mujer,9.6,7.6,8.8,0.0267075802241311,0
1777956582,Enfermería,primero ,Hombre,9.2,8.3,7.8,0.6863044589233347,1
1722928368,Negocios y Mercadotecnia,sexto ,Mujer,9.7,9.2,8.0,0.009096470330729894,0
1768237543,Criminalística y Ciencias Forenses,noveno ,Mujer,9.5,9.8,7.6,0.06228556931709275,0
1770807384,Criminalística y Ciencias Forenses,tercero ,Hombre,9.6,7.7,8.1,0.018236695393777702,0
1728833718,Innovación de Negocios y Mercadotecnia,sexto ,Hombre,9.0,8.7,8.1,0.00905012155195344,0
1758760214,Diseño Digital y Producción Audiovisual,undécimo ,Hombre,9.0,9.4,8.4,0.00012447100444914377,0
1744342048,Enfermería,tercero ,Mujer,9.3,9.7,8.3,0.020424334557325622,0
1783201707,Industrial,tercero ,Mujer,8.8,8.9,7.7,0.043234191552564624,0
1767582935,Enfermería,tercero ,Hombre,9.4,8.8,8.2,0.009337701100139303,0
1774253823,Mecatrónica,tercero ,Mujer,9.1,9.9,9.3,0.03287618039102001,0
1766352517,Salud Reproductiva y Partería,noveno ,Mujer,9.6,9.6,9.2,0.0006698564593301435,0
1716807655,Criminalística y Ciencias Forenses,tercero ,Mujer,9.4,9.7,8.7,0.02341933485606539,0
1758105972,Industrial,undécimo ,Mujer,9.6,8.9,8.9,0.002106423437196092,0
1790802723,Contaduría,primero ,Mujer,9.0,9.8,9.6,0.665256185419402,1
1770500730,Diseño Digital y Producción Audiovisual,noveno ,Mujer,9.6,8.0,8.8,0.01732140861075914,0
1796440958,Enfermería,cuarto ,Mujer,9.7,9.8,8.8,0.03718674140616863,0
1787408074,Terapia Física,sexto ,Mujer,9.2,9.1,7.6,0.03756875616699377,0
1726686207,Médico Cirujano y Partero,noveno ,Hombre,9.0,9.2,7.9,0.011780807650284473,0
1727740969,Criminalística y Ciencias Forenses,quinto ,Mujer,9.0,8.6,8.5,0.026696895056086134,0
1747866031,Contaduría,tercero ,Hombre,9.6,8.1,8.0,0.015194931675653963,0
1711303142,Contaduría,segundo ,Mujer,9.9,9.2,7.9,0.7956808995162952,1
1773009286,Contaduría,tercero ,Mujer,8.9,9.5,8.0,0.0690864888103037,0
1718912912,Enfermería,sexto ,Mujer,8.9,9.6,7.7,0.039850465237064266,0
1758862354,Criminalística y Ciencias Forenses,tercero ,Mujer,9.5,9.5,8.1,0.013952154558478768,0
1715271082,Mecatrónica,undécimo ,Mujer,9.0,9.4,8.7,0.00038357207472251934,0
1706944086,Terapia Física,noveno ,Mujer,9.5,8.6,9.5,0.008431063593146463,0
1778545132,Terapia Física,undécimo ,Hombre,9.4,9.6,8.9,0.00163960661548491,0
1768459122,Enfermería,sexto ,Mujer,9.2,8.6,8.8,0.0012860694164234087,0
1786798530,Diseño Digital y Producción Audiovisual,sexto ,Mujer,9.4,9.8,7.6,0.06194148593929181,0
1776174634,Innovación de Negocios y Mercadotecnia,tercero ,Hombre,9.3,9.1,8.6,0.009343927755859729,0
1770032912,Enfermería,sexto ,Mujer,9.2,9.1,8.5,0.0030392487134945066,0
1700547137,Terapia Física,segundo ,Mujer,8.7,9.7,8.7,0.6681114031408487,1
1750301477,Criminalística y Ciencias Forenses,sexto ,Mujer,9.3,9.8,8.3,0.00618032967124293,0
1723959215,Mecatrónica,primero ,Hombre,9.7,9.6,9.4,0.7680244964999393,1
1749494942,Negocios y Mercadotecnia,primero ,Mujer,8.7,8.7,8.5,0.5703200905454963,1
1765318030,Diseño Digital y Producción Audiovisual,sexto ,Mujer,8.9,9.6,8.6,0.0003000536824066236,0
1753448015,Salud Reproductiva y Partería,undécimo ,Mujer,9.4,8.7,7.4,0.012372282742628346,0
1746229129,Contaduría,tercero ,Hombre,9.2,9.6,8.4,0.019863423130069616,0
1704463207,Tecnologías de la Información e Innovación Digital,tercero ,Mujer,9.4,8.3,9.1,0.006892989940579539,0
1721320217,Industrial,tercero ,Hombre,9.0,9.1,8.8,0.02495461920938727,0
1758792464,Terapia Física,noveno ,Mujer,9.6,8.7,7.3,0.024542480968213133,0
1774043524,Terapia Física,sexto ,Hombre,9.2,9.7,8.2,0.014678305548604649,0
1715545640,Enfermería,noveno ,Hombre,9.4,9.8,9.4,0.003944348049611208,0
1773895022,Criminalística y Ciencias Forenses,noveno ,Mujer,9.3,9.3,8.4,0.0068201496051143885,0
1793569350,Energías Renovables,sexto ,Mujer,9.3,9.3,8.7,0.005378077539749142,0
1776821024,Diseño Digital y Producción Audiovisual,undécimo ,Mujer,9.4,9.6,9.4,0.0026077428866283356,0
1712362873,Terapia Física,undécimo ,Mujer,9.3,9.8,8.4,0.0002734014074991144,0
1700007252,Salud Reproductiva y Partería,tercero ,Hombre,8.9,9.2,8.9,0.0185506972209748,0
1746155259,Contaduría,tercero ,Mujer,9.6,8.9,8.7,0.001440581311034854,0
1794187278,Enfermería,undécimo ,Mujer,9.5,9.6,8.8,0.0,0
1722179076,Criminalística y Ciencias Forenses,sexto ,Mujer,8.6,8.1,8.7,0.000821124239169352,0
